doi,prefix,registry,resolved,status,http_code,csl_title,csl_year,csl_container,csl_type,csl_publisher,csv_title,csv_year,csv_venue,source_file,final_url,title_match_note
10.4018/jcini.2007070102,10.4018,Crossref,True,ok,200,AURELLIO,2007,International Journal of Cognitive Informatics and Natural Intelligence,journal-article,IGI Global Scientific Publishing,AURELLIO: A Cognitive Computational Knowledge Representation Theory,2007,International Journal of Cognitive Informatics and Natural Intelligence,combined_epistemic_states_research.csv,https://api.crossref.org/v1/works/10.4018%2Fjcini.2007070102/transform,
10.1016/j.egyai.2025.100626,10.1016,Crossref,True,ok,200,Fault detection in new wind turbines with limited data by generative transfer learning,2025,Energy and AI,journal-article,Elsevier BV,Fault Detection in New Wind Turbines with Limited Data by Generative Transfer Learning,2025,,combined_pipeline_integrity_results.csv,https://api.crossref.org/v1/works/10.1016%2Fj.egyai.2025.100626/transform,
10.3390/en16010098,10.3390,Crossref,True,ok,200,Review on Subsea Pipeline Integrity Management: An Operator’s Perspective,2022,Energies,journal-article,MDPI AG,Review on Subsea Pipeline Integrity Management: An Operator’s Perspective,2022,Energies,combined_pipeline_integrity_results.csv,https://api.crossref.org/v1/works/10.3390%2Fen16010098/transform,
10.56238/edimpacto2025.034-002,10.56238,Crossref,True,ok,200,ALGEBRAIC-DYNAMIC FORMALIZATION APPLIED TO THE MDEI MODEL: FROM THE VECTOR TABLE TO THE COGNITIVE-AFFECTIVE SYSTEM,2025,Fundamentals and Advances in Computer Science - 2° Edição,book-chapter,Seven Editora,Algebraic-dynamic formalization applied to the mdei model: from the vector table to the cognitive-affective system,2025,,combined_epistemic_states_research.csv,https://api.crossref.org/v1/works/10.56238%2Fedimpacto2025.034-002/transform,
10.23919/icact.2019.8702046,10.23919,Crossref,True,ok,200,An External Data Integrity Tracking and Verification System for Universal Stream Computing System Framework,2019,2019 21st International Conference on Advanced Communication Technology (ICACT),proceedings-article,IEEE,An External Data Integrity Tracking and Verification System for Universal Stream Computing System Framework,2019,International Conference on Advanced Communication Technology,combined_pipeline_integrity_results.csv,https://api.crossref.org/v1/works/10.23919%2Ficact.2019.8702046/transform,
10.1007/978-3-642-40477-1_33,10.1007,Crossref,True,ok,200,Assisting the Driver with Distance Estimation: Usability Evaluation of Graphical Presentation Alternatives for Local Traffic Events,2013,Lecture Notes in Computer Science,book-chapter,Springer Berlin Heidelberg,Assisting the Driver with Distance Estimation: Usability Evaluation of Graphical Presentation Alternatives for Local Traffic Events,2013,International Conference on Human-Computer Interaction,combined_progress_bar_results.csv,https://api.crossref.org/v1/works/10.1007%2F978-3-642-40477-1_33/transform,
10.1007/978-3-030-22643-5_3,10.1007,Crossref,True,ok,200,The Effect of Progress Indicator Speeds on Users’ Time Perceptions and Experience of a Smartphone User Interface,2019,Lecture Notes in Computer Science,book-chapter,Springer International Publishing,The effect of progress indicator speeds on users' time perceptions and experience of a smartphone user interface,2019,International Conference on Human-Computer Interaction,combined_progress_bar_results.csv,https://api.crossref.org/v1/works/10.1007%2F978-3-030-22643-5_3/transform,
10.1007/978-3-030-22419-6_5,10.1007,Crossref,True,ok,200,A Hierarchical Characterization of Knowledge for Cognition,2019,Lecture Notes in Computer Science,book-chapter,Springer International Publishing,A hierarchical characterization of knowledge for cognition,2019,International Conference on Human-Computer Interaction,combined_epistemic_states_research.csv,https://api.crossref.org/v1/works/10.1007%2F978-3-030-22419-6_5/transform,
10.37547/tajet/volume07issue06-14,10.37547,Crossref,True,ok,200,Data Consistency in Distributed Multi-Stage Event Processing Pipelines,2025,The American Journal of Engineering and Technology,journal-article,The USA Journals,Data Consistency in Distributed Multi-Stage Event Processing Pipelines,2025,The American journal of engineering and technology,combined_pipeline_integrity_results.csv,https://api.crossref.org/v1/works/10.37547%2Ftajet%2Fvolume07issue06-14/transform,
10.1016/j.knosys.2009.05.010,10.1016,Crossref,True,ok,200,A state-based knowledge representation approach for information logical inconsistency detection in warning systems,2010,Knowledge-Based Systems,journal-article,Elsevier BV,A state-based knowledge representation approach for information logical inconsistency detection in warning systems,2010,Knowledge Based Systems,combined_epistemic_states_research.csv,https://api.crossref.org/v1/works/10.1016%2Fj.knosys.2009.05.010/transform,
10.4018/jcini.2008100102,10.4018,Crossref,True,ok,200,Formal RTPA Models for a Set of Meta-Cognitive Processes of the Brain,2008,International Journal of Cognitive Informatics and Natural Intelligence,journal-article,IGI Global Scientific Publishing,Formal RTPA Models for a Set of Meta-Cognitive Processes of the Brain,2008,International Journal of Cognitive Informatics and Natural Intelligence,combined_epistemic_states_research.csv,https://api.crossref.org/v1/works/10.4018%2Fjcini.2008100102/transform,
10.14279/tuj.eceasst.12.234,10.14279,DataCite,True,ok,200,On the Modelling of an Agent's Epistemic State and its Dynamic Changes,2009,Electronic Communications of the EASST,article-journal,Electronic Communications of the EASST,On the Modelling of an Agent's Epistemic State and its Dynamic Changes,2008,Electronic Communication of The European Association of Software Science and Technology,combined_epistemic_states_research.csv,https://data.crosscite.org/10.14279%2Ftuj.eceasst.12.234,
10.24940/ijird/2018/v7/i4/apr18040,10.24940,Crossref,True,ok,200,Factors Affecting the Integrity of Oil and Gas  Pipelines in Nigeria,2018,International Journal of Innovative Research and Development,journal-article,International Journal of Innovative Research & Development (GlobeEdu),Factors Affecting the Integrity of Oil and Gas Pipelines in Nigeria,2018,International journal of innovative research and development,combined_pipeline_integrity_results.csv,https://api.crossref.org/v1/works/10.24940%2Fijird%2F2018%2Fv7%2Fi4%2Fapr18040/transform,
10.1007/978-3-319-44902-9_5,10.1007,Crossref,True,ok,200,User-Test Results Injection into Task-Based Design Process for the Assessment and Improvement of Both Usability and User Experience,2016,Lecture Notes in Computer Science,book-chapter,Springer International Publishing,User-Test Results Injection into Task-Based Design Process for the Assessment and Improvement of Both Usability and User Experience,2016,,combined_progress_bar_results.csv,https://api.crossref.org/v1/works/10.1007%2F978-3-319-44902-9_5/transform,
10.1002/sys.21563,10.1002,Crossref,True,ok,200,Formal reasoning of knowledge in systems engineering through epistemic modal logic,2020,Systems Engineering,journal-article,Wiley,Formal reasoning of knowledge in systems engineering through epistemic modal logic,2021,Systems Engineering,combined_epistemic_states_research.csv,https://api.crossref.org/v1/works/10.1002%2Fsys.21563/transform,
10.1007/s10844-013-0299-7,10.1007,Crossref,True,ok,200,Finding the most descriptive substructures in graphs with discrete and numeric labels,2013,Journal of Intelligent Information Systems,journal-article,Springer Science and Business Media LLC,Finding the most descriptive substructures in graphs with discrete and numeric labels,2014,Journal of Intelligent Information Systems,combined_epistemic_states_research.csv,https://api.crossref.org/v1/works/10.1007%2Fs10844-013-0299-7/transform,
10.3390/info2040697,10.3390,Crossref,True,ok,200,Epistemic Information in Stratified M-Spaces,2011,Information,journal-article,MDPI AG,Epistemic information in stratified M-spaces,2011,Information-an International Interdisciplinary Journal,combined_epistemic_states_research.csv,https://api.crossref.org/v1/works/10.3390%2Finfo2040697/transform,
10.1109/coginf.2007.4341902,10.1109,Crossref,True,ok,200,A Knowledge Representation Tool Based on Concept Algebra,2007,6th IEEE International Conference on Cognitive Informatics,proceedings-article,IEEE,A Knowledge Representation Tool Based on Concept Algebra,2007,IEEE International Conference on Cognitive Informatics,combined_epistemic_states_research.csv,https://api.crossref.org/v1/works/10.1109%2Fcoginf.2007.4341902/transform,
10.1016/j.displa.2019.101928,10.1016,Crossref,True,ok,200,The effect of visual feedback types on the wait indicator interface of a mobile application,2020,Displays,journal-article,Elsevier BV,The effect of visual feedback types on the wait indicator interface of a mobile application,2020,Displays,combined_progress_bar_results.csv,https://api.crossref.org/v1/works/10.1016%2Fj.displa.2019.101928/transform,
10.3390/math10091591,10.3390,Crossref,True,ok,200,TPBF: Two-Phase Bloom-Filter-Based End-to-End Data Integrity Verification Framework for Object-Based Big Data Transfer Systems,2022,Mathematics,journal-article,MDPI AG,TPBF: Two-Phase Bloom-Filter-Based End-to-End Data Integrity Verification Framework for Object-Based Big Data Transfer Systems,2022,Mathematics,combined_pipeline_integrity_results.csv,https://api.crossref.org/v1/works/10.3390%2Fmath10091591/transform,
10.48676/unibo/amsdottorato/10192,10.48676,DataCite,True,ok,200,"On the role of Computational Logic in Data Science: representing, learning, reasoning, and explaining knowledge",2022,amsdottorato,article-journal,amsdottorato,"On the role of Computational Logic in Data Science: representing, learning, reasoning, and explaining knowledge",2022,,combined_epistemic_states_research.csv,https://data.crosscite.org/10.48676%2Funibo%2Famsdottorato%2F10192,
10.1155/2020/8838692,10.1155,Crossref,True,ok,200,Risk Analysis and Route Optimization of Dangerous Goods Transportation Based on the Empirical Path Set,2020,Journal of Advanced Transportation,journal-article,Wiley,Risk Analysis and Route Optimization of Dangerous Goods Transportation Based on the Empirical Path Set,2020,Journal of Advanced Transportation,combined_pipeline_integrity_results.csv,https://api.crossref.org/v1/works/10.1155%2F2020%2F8838692/transform,
10.1145/3303772.3303786,10.1145,Crossref,True,ok,200,Knowledge Query Network for Knowledge Tracing,2019,Proceedings of the 9th International Conference on Learning Analytics &amp; Knowledge,proceedings-article,ACM,Knowledge Query Network: How Knowledge Interacts with Skills,2019,,combined_epistemic_states_research.csv,https://api.crossref.org/v1/works/10.1145%2F3303772.3303786/transform,
10.5753/wtf.2023.785,10.5753,Crossref,True,ok,200,Checkpointing Techniques in Distributed Systems: A Synopsis of Diverse Strategies Over the Last Decades,2023,Anais do XXIV Workshop de Testes e Tolerância a Falhas (WTF 2023),proceedings-article,Sociedade Brasileira de Computação - SBC,Checkpointing Techniques in Distributed Systems: A Synopsis of Diverse Strategies Over the Last Decades,2023,,combined_pipeline_integrity_results.csv,https://api.crossref.org/v1/works/10.5753%2Fwtf.2023.785/transform,
10.20944/preprints202510.1379.v1,10.20944,Crossref,True,ok,200,Knowledge and Information in Epistemic Dynamics,2025,MDPI AG,posted-content,MDPI AG,Knowledge and Information in Epistemic Dynamics,2025,,combined_epistemic_states_research.csv,https://api.crossref.org/v1/works/10.20944%2Fpreprints202510.1379.v1/transform,
10.48550/arxiv.2211.13909,10.48550,DataCite,True,ok,200,The Magic of Slow-to-Fast and Constant: Evaluating Time Perception of Progress Bars by Bayesian Model,2022,arXiv,article,arXiv,"The Magic of Slow-to-Fast and Constant: Evaluating Time Perception of
  Progress Bars by Bayesian Model",2022,,combined_progress_bar_results.csv,https://data.crosscite.org/10.48550%2Farxiv.2211.13909,
10.5281/zenodo.17098918,10.5281,DataCite,True,ok,200,Building Resilient Data Pipelines,2025,Zenodo,article-journal,Zenodo,Building Resilient Data Pipelines,2025,,combined_pipeline_integrity_results.csv,https://data.crosscite.org/10.5281%2Fzenodo.17098918,
10.3390/virtualworlds1010004,10.3390,Crossref,True,ok,200,User Identification Utilizing Minimal Eye-Gaze Features in Virtual Reality Applications,2022,Virtual Worlds,journal-article,MDPI AG,User Identification Utilizing Minimal Eye-Gaze Features in Virtual Reality Applications,2022,Virtual Worlds,combined_progress_bar_results.csv,https://api.crossref.org/v1/works/10.3390%2Fvirtualworlds1010004/transform,
10.4018/ijcini.2016040101,10.4018,Crossref,True,ok,200,On Cognitive Foundations and Mathematical Theories of Knowledge Science,2016,International Journal of Cognitive Informatics and Natural Intelligence,journal-article,IGI Global Scientific Publishing,On Cognitive Foundations and Mathematical Theories of Knowledge Science,2016,International Journal of Cognitive Informatics and Natural Intelligence,combined_epistemic_states_research.csv,https://api.crossref.org/v1/works/10.4018%2Fijcini.2016040101/transform,
10.14279/depositonce-9541,10.14279,DataCite,True,ok,200,Dauerwahrnehmung und Nutzererleben in der Mensch-Computer-Interaktion,2020,Technische Universität Berlin,article-journal,Technische Universität Berlin,Dauerwahrnehmung und Nutzererleben in der Mensch-Computer-Interaktion,2020,,combined_progress_bar_results.csv,https://data.crosscite.org/10.14279%2Fdepositonce-9541,
10.7939/r3-4jcv-nb37,10.7939,DataCite,True,ok,200,Pipeline Defect Growth Prediction and Risk-based Integrity Management,2019,University of Alberta Library,thesis,University of Alberta Library,Pipeline Defect Growth Prediction and Risk-based Integrity Management,2019,,combined_pipeline_integrity_results.csv,https://data.crosscite.org/10.7939%2Fr3-4jcv-nb37,
10.1109/smc58881.2025.11342595,10.1109,Crossref,True,ok,200,Data Consistency Verification and Detection Based on Formal Methods in Distributed Environment,2025,"2025 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",proceedings-article,IEEE,Data Consistency Verification and Detection Based on Formal Methods in Distributed Environment,2025,,combined_pipeline_integrity_results.csv,https://api.crossref.org/v1/works/10.1109%2Fsmc58881.2025.11342595/transform,
10.1016/j.infsof.2019.106195,10.1016,Crossref,True,ok,200,"Impact of usability mechanisms: An experiment on efficiency, effectiveness and user satisfaction",2020,Information and Software Technology,journal-article,Elsevier BV,"Impact of usability mechanisms: An experiment on efficiency, effectiveness and user satisfaction",2020,Information & Software Technology,combined_progress_bar_results.csv,https://api.crossref.org/v1/works/10.1016%2Fj.infsof.2019.106195/transform,
10.15368/theses.2015.124,10.15368,Crossref,True,ok,200,REST API to Access and Manage Geospatial Pipeline Integrity Data,,"Robert E. Kennedy Library, Cal Poly",dissertation,"Robert E. Kennedy Library, Cal Poly",REST API to Access and Manage Geospatial Pipeline Integrity Data,2015,,combined_pipeline_integrity_results.csv,https://api.crossref.org/v1/works/10.15368%2Ftheses.2015.124/transform,
10.1109/coginf.2007.4341869,10.1109,Crossref,True,ok,200,Formal Descriptions of a Set of Meta Cognitive Processes of the Brain,2007,6th IEEE International Conference on Cognitive Informatics,proceedings-article,IEEE,Formal Descriptions of a Set of Meta Cognitive Processes of the Brain,2007,IEEE International Conference on Cognitive Informatics,combined_epistemic_states_research.csv,https://api.crossref.org/v1/works/10.1109%2Fcoginf.2007.4341869/transform,
10.1007/978-3-642-29746-5_11,10.1007,Crossref,True,ok,200,Brain–Computer Interfaces and User Experience Evaluation,2012,"Biological and Medical Physics, Biomedical Engineering",book-chapter,Springer Berlin Heidelberg,Brain-Computer Interfaces and User Experience Evaluation,2012,,combined_progress_bar_results.csv,https://api.crossref.org/v1/works/10.1007%2F978-3-642-29746-5_11/transform,
10.1007/3-540-57312-7_80,10.1007,Crossref,True,ok,200,Beyond bars and hour glasses: Designing performance and progress indicators,1993,Lecture Notes in Computer Science,book-chapter,Springer Berlin Heidelberg,Beyond Bars and Hour Glasses: Designing Performance and Progress Indicators,1993,,combined_progress_bar_results.csv,https://api.crossref.org/v1/works/10.1007%2F3-540-57312-7_80/transform,
10.62225/2583049x.2024.4.4.4949,10.62225,Crossref,True,ok,200,Advances in End-to-End Pipeline Observability for Data Quality Assurance in Complex Analytics Systems,2024,International Journal of Advanced Multidisciplinary Research and Studies,journal-article,OPRA Publications,Advances in End-to-End Pipeline Observability for Data Quality Assurance in Complex Analytics Systems,2024,Deleted Journal,combined_pipeline_integrity_results.csv,https://api.crossref.org/v1/works/10.62225%2F2583049x.2024.4.4.4949/transform,
10.1080/10447318.2024.2446501,10.1080,Crossref,True,ok,200,Duration and Speed Perception of Loading Processes: Influence of Progress Bar’s Physical and Symbolic Speed,2025,International Journal of Human–Computer Interaction,journal-article,Informa UK Limited,Duration and Speed Perception of Loading Processes: Influence of Progress Bar’s Physical and Symbolic Speed,2025,International Journal of Human-computer Interaction,combined_progress_bar_results.csv,https://api.crossref.org/v1/works/10.1080%2F10447318.2024.2446501/transform,
10.1145/2993901.2993903,10.1145,Crossref,True,ok,200,Beyond Usability and Performance,2016,Proceedings of the Sixth Workshop on Beyond Time and Errors on Novel Evaluation Methods for Visualization,proceedings-article,ACM,Beyond usability and performance: A review of user experience-focused evaluations in visualization,2016,Workshop on Beyond Time and Errors,combined_progress_bar_results.csv,https://api.crossref.org/v1/works/10.1145%2F2993901.2993903/transform,
10.1007/978-3-319-11558-0_47,10.1007,Crossref,True,ok,200,"A Modal Logic of Knowledge, Belief, and Estimation",2014,Lecture Notes in Computer Science,book-chapter,Springer International Publishing,"A modal logic of knowledge, belief, and estimation",2014,European Conference on Logics in Artificial Intelligence,combined_epistemic_states_research.csv,https://api.crossref.org/v1/works/10.1007%2F978-3-319-11558-0_47/transform,
10.1109/tpds.2022.3215863,10.1109,Crossref,True,ok,200,Sentinels and Twins: Effective Integrity Assessment for Distributed Computation,2023,IEEE Transactions on Parallel and Distributed Systems,journal-article,Institute of Electrical and Electronics Engineers (IEEE),Sentinels and Twins: Effective Integrity Assessment for Distributed Computation,2023,IEEE Transactions on Parallel and Distributed Systems,combined_pipeline_integrity_results.csv,https://api.crossref.org/v1/works/10.1109%2Ftpds.2022.3215863/transform,
10.22331/q-2019-02-04-120,10.22331,Crossref,True,ok,200,Fault-tolerant gates via homological product codes,2019,Quantum,journal-article,Verein zur Forderung des Open Access Publizierens in den Quantenwissenschaften,Fault-tolerant gates via homological product codes,2018,,combined_pipeline_integrity_results.csv,https://api.crossref.org/v1/works/10.22331%2Fq-2019-02-04-120/transform,
10.1007/978-3-319-11752-2_26,10.1007,Crossref,True,ok,200,Probabilistic Progress Bars,2014,Lecture Notes in Computer Science,book-chapter,Springer International Publishing,Probabilistic Progress Bars,2014,German Conference on Pattern Recognition,combined_progress_bar_results.csv,https://api.crossref.org/v1/works/10.1007%2F978-3-319-11752-2_26/transform,
10.1109/seaa51224.2020.00014,10.1109,Crossref,True,ok,200,Modelling Data Pipelines,2020,2020 46th Euromicro Conference on Software Engineering and Advanced Applications (SEAA),proceedings-article,IEEE,Modelling Data Pipelines,2020,Software Engineering and Advanced Applications,combined_pipeline_integrity_results.csv,https://api.crossref.org/v1/works/10.1109%2Fseaa51224.2020.00014/transform,
10.1007/978-3-642-02097-1_1,10.1007,Crossref,True,ok,200,Toward a Formal Knowledge System Theory and Its Cognitive Informatics Foundations,2009,Lecture Notes in Computer Science,book-chapter,Springer Berlin Heidelberg,Toward a Formal Knowledge System Theory and Its Cognitive Informatics Foundations,2009,Trans. Computational Science,combined_epistemic_states_research.csv,https://api.crossref.org/v1/works/10.1007%2F978-3-642-02097-1_1/transform,
10.1145/1007568.1007659,10.1145,Crossref,True,ok,200,Estimating progress of execution for SQL queries,2004,Proceedings of the 2004 ACM SIGMOD international conference on Management of data,proceedings-article,ACM,Estimating progress of execution for SQL queries,2004,International Conference on Management of Data,combined_progress_bar_results.csv,https://api.crossref.org/v1/works/10.1145%2F1007568.1007659/transform,
10.1016/j.jngse.2020.103671,10.1016,Crossref,True,ok,200,System-level prognosis and health monitoring modeling framework and software implementation for gas pipeline system integrity management,2020,Journal of Natural Gas Science and Engineering,journal-article,Elsevier BV,System-level prognosis and health monitoring modeling framework and software implementation for gas pipeline system integrity management,2020,Journal of Natural Gas Science and Engineering,combined_pipeline_integrity_results.csv,https://api.crossref.org/v1/works/10.1016%2Fj.jngse.2020.103671/transform,
10.1109/coginf.2006.365514,10.1109,Crossref,True,ok,200,On Concept Algebra and Knowledge Representation,2006,2006 5th IEEE International Conference on Cognitive Informatics,proceedings-article,IEEE,On Concept Algebra and Knowledge Representation,2006,IEEE International Conference on Cognitive Informatics,combined_epistemic_states_research.csv,https://api.crossref.org/v1/works/10.1109%2Fcoginf.2006.365514/transform,
10.1145/2685328.2685332,10.1145,Crossref,True,ok,200,On the projection problem in active knowledge bases with incomplete information,2014,AI Matters,journal-article,Association for Computing Machinery (ACM),On the projection problem in active knowledge bases with incomplete information,2014,,combined_epistemic_states_research.csv,https://api.crossref.org/v1/works/10.1145%2F2685328.2685332/transform,
10.63282/3050-9262.ijaidsml-v3i1p107,10.63282,Crossref,True,ok,200,Foundational Framework Self-Healing Data Pipelines for AI Engineering: A Framework and Implementation,2022,"International Journal of Artificial Intelligence, Data Science, and Machine Learning",journal-article,ScienceTech Xplore,Foundational Framework Self-Healing Data Pipelines for AI Engineering: A Framework and Implementation,2022,,combined_pipeline_integrity_results.csv,https://api.crossref.org/v1/works/10.63282%2F3050-9262.ijaidsml-v3i1p107/transform,
10.1109/icdcs.2005.14,10.1109,Crossref,True,ok,200,Application-Driven Coordination-Free Distributed Checkpointing,,25th IEEE International Conference on Distributed Computing Systems (ICDCS'05),proceedings-article,IEEE,Application-Driven Coordination-Free Distributed Checkpointing,2005,International Conference on Distributed Computing Systems,combined_pipeline_integrity_results.csv,https://api.crossref.org/v1/works/10.1109%2Ficdcs.2005.14/transform,
10.11606/t.45.2021.tde-17122021-115606,10.11606,Crossref,True,ok,200,Studies on non-prioritized multiple belief revision,,"Universidade de Sao Paulo, Agencia USP de Gestao da Informacao Academica (AGUIA)",dissertation,"Universidade de Sao Paulo, Agencia USP de Gestao da Informacao Academica (AGUIA)",Studies on non-prioritized multiple belief revision,2022,,combined_epistemic_states_research.csv,https://api.crossref.org/v1/works/10.11606%2Ft.45.2021.tde-17122021-115606/transform,
10.1007/3-540-44533-1_30,10.1007,Crossref,True,ok,200,Epistemic States Guiding the Rational Dynamics of Information,2000,Lecture Notes in Computer Science,book-chapter,Springer Berlin Heidelberg,Epistemic states guiding the rational dynamics of information,2000,Pacific Rim International Conference on Artificial Intelligence,combined_epistemic_states_research.csv,https://api.crossref.org/v1/works/10.1007%2F3-540-44533-1_30/transform,
10.48550/arxiv.2203.02872,10.48550,DataCite,True,ok,200,The Orthologic of Epistemic Modals,2022,arXiv,article,arXiv,The orthologic of epistemic modals,2022,arXiv.org,combined_epistemic_states_research.csv,https://data.crosscite.org/10.48550%2Farxiv.2203.02872,
10.1109/icci-cc.2015.7259376,10.1109,Crossref,True,ok,200,Formal properties and rules of concept algebra,2015,2015 IEEE 14th International Conference on Cognitive Informatics &amp; Cognitive Computing (ICCI*CC),proceedings-article,IEEE,Formal properties and rules of concept algebra,2015,IEEE International Conference on Cognitive Informatics and Cognitive Computing,combined_epistemic_states_research.csv,https://api.crossref.org/v1/works/10.1109%2Ficci-cc.2015.7259376/transform,
10.1007/978-3-662-04560-2_9,10.1007,Crossref,True,ok,200,Credulous Nonmonotonic Inference,2001,Artificial Intelligence,book-chapter,Springer Berlin Heidelberg,Credulous nonmonotonic inference,1999,International Joint Conference on Artificial Intelligence,combined_epistemic_states_research.csv,https://api.crossref.org/v1/works/10.1007%2F978-3-662-04560-2_9/transform,
10.1109/taffc.2014.2326870,10.1109,Crossref,True,ok,200,Linking Recognition Accuracy and User Experience in an Affective Feedback Loop,2014,IEEE Transactions on Affective Computing,journal-article,Institute of Electrical and Electronics Engineers (IEEE),Linking Recognition Accuracy and User Experience in an Affective Feedback Loop,2014,IEEE Transactions on Affective Computing,combined_progress_bar_results.csv,https://api.crossref.org/v1/works/10.1109%2Ftaffc.2014.2326870/transform,
10.1145/1124772.1124861,10.1145,Crossref,True,ok,200,Why phishing works,2006,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,proceedings-article,ACM,Why phishing works,2006,Human Factors in Computing Systems,combined_progress_bar_results.csv,https://api.crossref.org/v1/works/10.1145%2F1124772.1124861/transform,
10.4018/979-8-3373-5203-9.ch005,10.4018,Crossref,True,ok,200,Real Time Data Pipeline Engineering for Scalable Insights,2025,"Machine Learning, Predictive Analytics, and Optimization in Complex Systems",book-chapter,IGI Global Scientific Publishing,Real Time Data Pipeline Engineering for Scalable Insights,2025,,combined_pipeline_integrity_results.csv,https://api.crossref.org/v1/works/10.4018%2F979-8-3373-5203-9.ch005/transform,
10.48550/arxiv.2508.19818,10.48550,DataCite,True,ok,200,Towards a Real-Time Warning System for Detecting Inaccuracies in Photoplethysmography-Based Heart Rate Measurements in Wearable Devices,2025,arXiv,article,arXiv,Towards a Real-Time Warning System for Detecting Inaccuracies in Photoplethysmography-Based Heart Rate Measurements in Wearable Devices,2025,arXiv.org,combined_progress_bar_results.csv,https://data.crosscite.org/10.48550%2Farxiv.2508.19818,
10.3390/rs15010194,10.3390,Crossref,True,ok,200,Power Line Monitoring through Data Integrity Analysis with Q-Learning Based Data Analysis Network,2022,Remote Sensing,journal-article,MDPI AG,Power Line Monitoring through Data Integrity Analysis with Q-Learning Based Data Analysis Network,2022,Remote sensing,combined_pipeline_integrity_results.csv,https://api.crossref.org/v1/works/10.3390%2Frs15010194/transform,
10.1007/s12083-011-0117-3,10.1007,Crossref,True,ok,200,Verifying remote data integrity in peer-to-peer data storage: A comprehensive survey of protocols,2011,Peer-to-Peer Networking and Applications,journal-article,Springer Science and Business Media LLC,Verifying remote data integrity in peer-to-peer data storage: A comprehensive survey of protocols,2012,Peer-to-peer Networking and Applications,combined_pipeline_integrity_results.csv,https://api.crossref.org/v1/works/10.1007%2Fs12083-011-0117-3/transform,
10.1166/jama.2016.1092,10.1166,Crossref,True,ok,200,Formal Properties and Mathematical Rules of Concept Algebra for Cognitive Machine Learning (II),2016,Journal of Advanced Mathematics and Applications,journal-article,American Scientific Publishers,Formal Properties and Mathematical Rules of Concept Algebra for Cognitive Machine Learning (Ii),,,combined_epistemic_states_research.csv,https://api.crossref.org/v1/works/10.1166%2Fjama.2016.1092/transform,
10.1109/iciscois56541.2023.10100483,10.1109,Crossref,True,ok,200,Subjective Time Estimation to Measure the Cognitive Load of Interactive Mobile User Interfaces,2023,"2023 International Conference on Intelligent Systems for Communication, IoT and Security (ICISCoIS)",proceedings-article,IEEE,Subjective Time Estimation to Measure the Cognitive Load of Interactive Mobile User Interfaces,2023,,combined_progress_bar_results.csv,https://api.crossref.org/v1/works/10.1109%2Ficiscois56541.2023.10100483/transform,
10.1007/978-3-642-21663-3_65,10.1007,Crossref,True,ok,200,Perspectives on User Experience Evaluation of Brain-Computer Interfaces,2011,Lecture Notes in Computer Science,book-chapter,Springer Berlin Heidelberg,Perspectives on user experience evaluation of brain-computer interfaces,2011,International Conference on Universal Access in Human-Computer Interaction,combined_progress_bar_results.csv,https://api.crossref.org/v1/works/10.1007%2F978-3-642-21663-3_65/transform,
10.32628/cseit21857,10.32628,unresolved,False,http_404,404,,,,,,Orchestrating Dynamic Big Data End to End ETL Pipeline,2021,,combined_pipeline_integrity_results.csv,https://doi.org/10.32628/cseit21857,"Prefix 10.32628 (Technoscience Academy) is live with ~10.7k works, but this suffix is absent from Crossref and DataCite; no title match found. Genuinely unresolvable."
10.1109/ict-ispc.2018.8523993,10.1109,Crossref,True,ok,200,Comparison of Perceived Waiting Time Between Two Lengths of Progress Indicator and Two Styles of Graphics Animation With Perceived Uncertainty as a Covariate,2018,2018 Seventh ICT International Student Project Conference (ICT-ISPC),proceedings-article,IEEE,Comparison of Perceived Waiting Time Between Two Lengths of Progress Indicator and Two Styles of Graphics Animation With Perceived Uncertainty as a Covariate,2018,,combined_progress_bar_results.csv,https://api.crossref.org/v1/works/10.1109%2Fict-ispc.2018.8523993/transform,
10.1007/978-3-319-48893-6_5,10.1007,Crossref,True,ok,200,The Epistemic Virtues of the Virtuous Theorist: On Albert Einstein and His Autobiography,2017,Boston Studies in the Philosophy and History of Science,book-chapter,Springer International Publishing,The Epistemic Virtues of the Virtuous Theorist: On Albert Einstein and His Autobiography,2020,,combined_epistemic_states_research.csv,https://api.crossref.org/v1/works/10.1007%2F978-3-319-48893-6_5/transform,
10.1007/978-3-319-25013-7_38,10.1007,Crossref,True,ok,200,Data Quality Assurance in International Supply Chains: An Application of the Value Cycle Approach,2015,Lecture Notes in Computer Science,book-chapter,Springer International Publishing,Data Quality Assurance in International Supply Chains: An Application of the Value Cycle Approach,2015,"Conference on e-Business, e-Services and e-Society",combined_pipeline_integrity_results.csv,https://api.crossref.org/v1/works/10.1007%2F978-3-319-25013-7_38/transform,
10.4018/ijthi.2014070105,10.4018,Crossref,True,ok,200,IT Progress Indicators,2014,International Journal of Technology and Human Interaction,journal-article,IGI Global Scientific Publishing,"IT Progress Indicators: Sense of Progress, Subjective Sense of Time, User Preference and the Perception of Process Duration",2014,International Journal of Technology and Human Interaction,combined_progress_bar_results.csv,https://api.crossref.org/v1/works/10.4018%2Fijthi.2014070105/transform,
